,배우코드,영화제목,개봉날짜,배우이름,감독,출연진,평점
483,lee_byunghun,지.아이.조 2,20113972,이병헌,<b>존</b> 추,"['채닝 테이텀', '이병헌', '브루스 윌리스', '드웨인 존슨', '아드리안 팔리키', '레이 스티븐슨', '레이 파크']",7.07
484,lee_byunghun,"광해, 왕이 된 남자",20124079,이병헌,추창민,"['이병헌', '류승룡', '한효주']",9.25
485,lee_byunghun,"광해, 왕이 된 남자",20124079,이병헌,추창민,"['이병헌', '류승룡', '한효주']",9.25
486,lee_byunghun,인플루언스,20100800,이병헌,이재규,"['이병헌', '한채영', '조재현', '전노민', '김태우', '이제훈', '박병은']",6.0
487,lee_jehoon,인플루언스,20100800,이제훈,이재규,"['이병헌', '한채영', '조재현', '전노민', '김태우', '이제훈', '박병은']",6.0
488,lee_byunghun,악마를 보았다,20100301,이병헌,김지운,"['이병헌', '최민식']",8.02
489,choi_minsik,악마를 보았다,20100301,최민식,김지운,"['이병헌', '최민식']",8.02
490,lee_byunghun,나는 비와 함께 간다,20090580,이병헌,트란 안 훙,"['이병헌', '조쉬 하트넷', '엘리어스 코티스', '기무라 타쿠야', '여문락']",3.78
491,lee_byunghun,달콤한 인생,20050017,이병헌,김지운,"['이병헌', '김영철', '신민아']",8.83
492,hwang_jeongmin,달콤한 인생,20050017,황정민,김지운,"['이병헌', '김영철', '신민아']",8.83
493,lee_byunghun,누구나 비밀은 있다,20040624,이병헌,장현수,"['이병헌', '최지우', '추상미', '김효진']",5.89
494,lee_byunghun,내 마음의 풍금,19990077,이병헌,이영재,"['이병헌', '전도연', '이미연']",8.99
495,lee_byunghun,내 마음의 풍금,19990077,이병헌,이영재,"['이병헌', '전도연', '이미연']",8.99
496,jeon_doyeon,내 마음의 풍금,19990077,전도연,이영재,"['이병헌', '전도연', '이미연']",8.99
497,jeon_doyeon,내 마음의 풍금,19990077,전도연,이영재,"['이병헌', '전도연', '이미연']",8.99
498,lee_byunghun,지상만가,19970051,이병헌,김희철,"['신현준', '이병헌', '정선경']",6.94
499,lee_byunghun,아마게돈,19960064,이병헌,이현세,"['최불암', '이병헌']",6.75
500,lee_byunghun,쉐어 더 비전,20159071,이병헌,양윤호,"['이병헌', '이수경', '배수빈']",8.7
501,e_som,별빛이 내린다,20223970,이솜,최국희,"['이솜', '옹성우', '심은경', '양동근']",0.0
502,e_som,소공녀,20173962,이솜,전고운,"['이솜', '안재홍']",8.8
503,e_som,"그래, 가족",20161366,이솜,마대윤,"['이요원', '정만식', '이솜', '정준원']",8.23
504,e_som,좋아해줘,20150977,이솜,박현진,"['이미연', '최지우', '김주혁', '유아인', '강하늘', '이솜']",8.29
505,e_som,산타바바라,20138221,이솜,조성규,"['이상윤', '윤진서', '이솜']",7.29
506,e_som,하이힐,20136062,이솜,장진,"['차승원', '오정세', '이솜']",7.79
507,e_som,맛있는 인생,20101066,이솜,조성규,"['류승수', '이솜']",7.23
508,e_som,울렁울렁 울렁대는 가슴안고,20209291,이솜,안재홍,"['이솜', '안재홍']",0.0
509,lee_jungjae,헌트,20211792,이정재,이정재,"['정우성', '이정재']",0.0
510,lee_jungjae,헌트,20211792,이정재,이정재,"['정우성', '이정재']",0.0
511,lee_jungjae,헌트,20211792,이정재,이정재,"['정우성', '이정재']",0.0
512,lee_jungjae,헌트,20211792,이정재,이정재,"['정우성', '이정재']",0.0
513,jung_woosung,헌트,20211792,정우성,이정재,"['정우성', '이정재']",0.0
514,lee_jungjae,다만 악에서 구하소서 파이널컷,20209304,이정재,홍원찬,"['황정민', '이정재', '박정민']",7.71
515,hwang_jeongmin,다만 악에서 구하소서 파이널컷,20209304,황정민,홍원찬,"['황정민', '이정재', '박정민']",7.71
516,lee_jungjae,다만 악에서 구하소서,20197922,이정재,홍원찬,"['황정민', '이정재', '박정민', '박소이']",7.61
517,hwang_jeongmin,다만 악에서 구하소서,20197922,황정민,홍원찬,"['황정민', '이정재', '박정민', '박소이']",7.61
518,lee_jungjae,신과함께-인과 연,20186202,이정재,김용화,"['하정우', '주지훈', '김향기', '마동석', '김동욱']",7.71
519,ha_jungwoo,신과함께-인과 연,20186202,하정우,김용화,"['하정우', '주지훈', '김향기', '마동석', '김동욱']",7.71
520,lee_jungjae,신과함께-죄와 벌,20150976,이정재,김용화,"['하정우', '차태현', '주지훈', '김향기', '김동욱', '마동석']",7.83
521,ha_jungwoo,신과함께-죄와 벌,20150976,하정우,김용화,"['하정우', '차태현', '주지훈', '김향기', '김동욱', '마동석']",7.83
522,lee_jungjae,인천상륙작전 : 익스텐디드 에디션(확장판),20160041,이정재,이재한,"['이정재', '이범수', '리암 니슨', '진세연']",6.95
523,lee_jungjae,인천상륙작전,20156250,이정재,이재한,"['이정재', '이범수', '리암 니슨', '진세연']",8.04
524,lee_jungjae,인천상륙작전,20156250,이정재,조긍하,"['신영균', '김혜정', '윤일봉']",8.65
525,lee_jungjae,대역전,20167246,이정재,이준,"['이정재', '종한량', '량예팅']",3.6
526,lee_jungjae,1724 기방난동사건,20080743,이정재,여균동,"['이정재', '김석훈', '김옥빈']",5.43
527,lee_jungjae,오! 브라더스,20030133,이정재,김용화,"['이정재', '이범수']",8.22
528,lee_jungjae,오버 더 레인보우,20020139,이정재,안진우,"['이정재', '장진영']",8.98
529,lee_jungjae,흑수선,20010011,이정재,배창호,"['이미연', '안성기', '이정재', '정준호']",6.0
530,lee_jungjae,순애보,20000056,이정재,이재용,"['이정재', '다치바나 미사토']",7.6
531,lee_jungjae,시월애,20000005,이정재,이현승,"['이정재', '전지현']",9.28
532,jeon_jihyun,시월애,20000005,전지현,이현승,"['이정재', '전지현']",9.28
533,lee_jungjae,이재수의 난,19990073,이정재,박광수,"['이정재', '심은하', '동방우']",5.98
534,lee_jungjae,태양은 없다,19980003,이정재,김성수,"['정우성', '이정재']",8.55
535,lee_jungjae,태양은 없다,19980003,이정재,김성수,"['정우성', '이정재']",8.55
536,jung_woosung,태양은 없다,19980003,정우성,김성수,"['정우성', '이정재']",8.55
537,jung_woosung,태양은 없다,19980003,정우성,김성수,"['정우성', '이정재']",8.55
538,lee_jungjae,알바트로스,19960038,이정재,이혁수,"['차인표', '이정재']",6.63
539,lee_jehoon,도굴,20192193,이제훈,박정배,"['이제훈', '조우진', '신혜선', '임원희']",7.25
540,lee_jehoon,사냥의 시간,20184722,이제훈,윤성현,"['이제훈', '안재홍', '최우식', '박정민', '박해수']",5.68
541,lee_jehoon,지구: 놀라운 하루,20189382,이제훈,피터 웨버,"['이제훈', '로버트 레드포드', '성룡']",9.4
542,lee_jehoon,아이 캔 스피크,20174142,이제훈,김현석,"['나문희', '이제훈']",9.38
543,lee_jehoon,박열,20178982,이제훈,이준익,"['이제훈', '최희서', '김인우']",8.12
544,lee_jehoon,탐정 홍길동: 사라진 마을,20142406,이제훈,조성희,"['이제훈', '김성균']",7.75
545,lee_jehoon,파파로티,20129368,이제훈,윤종찬,"['한석규', '이제훈', '오달수', '강소라', '조진웅', '이재용']",8.31
546,lee_jehoon,점쟁이들,20113887,이제훈,신정원,"['김수로', '강예원', '이제훈', '곽도원', '김윤혜', '양경모']",5.84
547,lee_jehoon,약탈자들,20090159,이제훈,손영성,"['김태훈', '박병은', '염지윤', '이희준', '이화룡', '조영규']",6.62
548,lee_jehoon,몰디브 환상특급,20110205,이제훈,신수아,"['기주봉', '오주희', '이제훈', '박정윤', '강현중', '양은용', '김대령', '황복연', '하수호', '한만진', '최보은']",9.29
549,lee_jehoon,미쓰 커뮤니케이션,20193533,이제훈,허서윤,"['이제훈', '한주원']",8.78
550,lee_jehoon,밤은 그들만의 시간,20110748,이제훈,조은경,"['김성현', '이제훈', '이태승', '김빈', '정다은', '조한나']",10.0
551,jeon_doyeon,남과 여,20145502,전도연,이윤기,"['전도연', '공유']",8.12
552,jeon_doyeon,무뢰한,20130566,전도연,오승욱,"['전도연', '김남길', '박성웅']",7.9
553,jeon_doyeon,멋진 하루,20081002,전도연,이윤기,"['전도연', '하정우']",8.22
554,ha_jungwoo,멋진 하루,20081002,하정우,이윤기,"['전도연', '하정우']",8.22
555,jeon_doyeon,너는 내 운명,20050239,전도연,박진표,"['전도연', '황정민', '나문희']",9.08
556,jeon_doyeon,너는 내 운명,20050239,전도연,박진표,"['전도연', '황정민', '나문희']",9.08
557,hwang_jeongmin,너는 내 운명,20050239,황정민,박진표,"['전도연', '황정민', '나문희']",9.08
558,hwang_jeongmin,너는 내 운명,20050239,황정민,박진표,"['전도연', '황정민', '나문희']",9.08
559,jeon_doyeon,피도 눈물도 없이,20020083,전도연,류승완,"['전도연', '이혜영']",7.86
560,jeon_doyeon,나도 아내가 있었으면 좋겠다,20000046,전도연,박흥식,"['전도연', '설경구']",8.03
561,jeon_doyeon,보금자리,20186742,전도연,임필성,"['전도연', '김푸름', '김보민']",0.0
562,jeon_jongseo,콜,20182591,전종서,이충현,"['박신혜', '전종서']",7.54
563,jeon_jihyun,내 여자친구를 소개합니다,20040568,전지현,곽재용,"['전지현', '장혁']",6.42
564,jeon_jihyun,4인용 식탁,20030126,전지현,이수연,"['박신양', '전지현', '유선']",6.39
565,jeon_jihyun,엽기적인 그녀,20010020,전지현,곽재용,"['전지현', '차태현']",9.3
566,jeon_jihyun,화이트 발렌타인,19990086,전지현,양윤호,"['전지현', '박신양']",7.89
567,jung_woosung,서울의 봄,20212866,정우성,김성수,"['황정민', '정우성', '박해준', '이성민', '김성균']",0.0
568,jung_woosung,서울의 봄,20212866,정우성,김성수,"['황정민', '정우성', '박해준', '이성민', '김성균']",0.0
569,hwang_jeongmin,서울의 봄,20212866,황정민,김성수,"['황정민', '정우성', '박해준', '이성민', '김성균']",0.0
570,hwang_jeongmin,서울의 봄,20212866,황정민,김성수,"['황정민', '정우성', '박해준', '이성민', '김성균']",0.0
571,jung_woosung,보호자(가제),20192995,정우성,정우성,"['정우성', '김남길', '박성웅', '김준한', '이엘리야', '박유나']",0.0
572,jung_woosung,보호자(가제),20192995,정우성,정우성,"['정우성', '김남길', '박성웅', '김준한', '이엘리야', '박유나']",0.0
573,jung_woosung,강철비2: 정상회담,20196271,정우성,양우석,"['정우성', '곽도원', '유연석', '앵거스 맥페이든']",4.98
574,jung_woosung,증인,20185881,정우성,이한,"['정우성', '김향기']",9.1
575,jung_woosung,증인,20185881,정우성,이한,"['정우성', '김향기']",9.1
576,jung_woosung,"그날, 바다",20182352,정우성,김지영,['정우성'],8.94
577,jung_woosung,강철비,20170402,정우성,양우석,"['정우성', '곽도원']",8.33
578,jung_woosung,아수라,20153443,정우성,김성수,"['정우성', '황정민', '주지훈', '곽도원']",6.99
579,hwang_jeongmin,아수라,20153443,황정민,김성수,"['정우성', '황정민', '주지훈', '곽도원']",6.99
580,jung_woosung,나를 잊지 말아요,20142641,정우성,이윤정,"['정우성', '김하늘']",6.72
581,jung_woosung,나를 잊지 말아요,20142641,정우성,이윤정,"['정우성', '김하늘']",6.72
582,jung_woosung,나를 잊지 말아요,20142641,정우성,이윤정,"['정우성', '김하늘']",6.72
583,jung_woosung,신의 한 수,20139201,정우성,조범구,"['정우성', '이범수', '안성기', '김인권', '이시영']",8.02
584,jung_woosung,감시자들,20122783,정우성,조의석,"['설경구', '정우성', '한효주']",7.76
585,jung_woosung,아테나: 전쟁의 여신,20119434,정우성,황정현,"['정우성', '수애', '차승원', '이지아', '김민종', '시원']",7.19
586,jung_woosung,검우강호,20100979,정우성,수 차오핑,"['정우성', '양자경', '서희원', '여문락']",7.49
587,jung_woosung,호우시절,20090557,정우성,허진호,"['정우성', '고원원']",7.43
588,jung_woosung,중천,20060370,정우성,조동오,"['정우성', '김태희']",5.61
589,jung_woosung,똥개,20030091,정우성,곽경택,"['정우성', '김갑수', '엄지원', '김정태']",7.9
590,jung_woosung,모텔 선인장,19970020,정우성,박기용,"['이미연', '진희경', '정우성', '박신양']",3.64
591,jung_woosung,본 투 킬,19960055,정우성,장현수,"['정우성', '심은하']",6.4
592,jung_woosung,구미호,19940033,정우성,박헌수,"['고소영', '정우성', '독고영재', '방은희']",5.26
593,cho_seungwoo,명당,20172204,조승우,박희곤,"['조승우', '지성', '김성균', '문채원', '유재명', '박충선', '백윤식']",7.06
594,cho_seungwoo,복숭아나무,20124917,조승우,구혜선,"['조승우', '류덕환', '남상미']",7.2
595,cho_seungwoo,퍼펙트 게임,20113260,조승우,박희곤,"['조승우', '양동근', '최정원']",8.95
596,cho_seungwoo,불꽃처럼 나비처럼,20090308,조승우,김용균,"['조승우', '수애', '천호진', '최재웅']",6.95
597,cho_seungwoo,하류인생,20040484,조승우,임권택,"['조승우', '김규리']",7.23
598,jo_inseong,안시성,20176122,조인성,김광식,"['조인성', '남주혁', '박성웅']",7.99
599,jo_inseong,쌍화점,20081716,조인성,유하,"['조인성', '주진모', '송지효']",7.27
600,jo_inseong,비열한 거리,20060137,조인성,유하,"['조인성', '천호진', '남궁민', '이보영']",8.8
601,jo_inseong,남남북녀,20030116,조인성,정초신,"['조인성', '김사랑', '공형진', '허영란']",5.56
602,jo_inseong,마들렌,20020006,조인성,박광춘,"['조인성', '신민아']",7.35
603,jo_inseong,마들렌,20020006,조인성,박광춘,"['조인성', '신민아']",7.35
604,ha_jungwoo,마들렌,20020006,하정우,박광춘,"['조인성', '신민아']",7.35
605,ha_jungwoo,마들렌,20020006,하정우,박광춘,"['조인성', '신민아']",7.35
606,chun_woohee,스마트폰을 떨어뜨렸을 뿐인데,20218689,천우희,김태준,"['임시완', '천우희', '김희원']",0.0
607,chun_woohee,비와 당신의 이야기,20193068,천우희,조진모,"['강하늘', '천우희']",6.73
608,chun_woohee,우상,20175407,천우희,이수진,"['한석규', '설경구', '천우희']",3.92
609,chun_woohee,해어화,20145506,천우희,박흥식,"['한효주', '유연석', '천우희', '박성웅']",8.1
610,chun_woohee,출중한 여자,20164305,천우희,윤성호,"['천우희', '안재홍', '이주승', '조정치']",9.21
611,chun_woohee,한공주,20134122,천우희,이수진,"['천우희', '정인선', '김소영']",8.81
612,chun_woohee,사이에서,20121602,천우희,어일선,"['황수정', '기태영', '박철민', '천우희', '송서율']",5.78
613,choi_minsik,이상한 나라의 수학자,20190299,최민식,박동훈,"['최민식', '김동휘']",8.19
614,choi_minsik,천문: 하늘에 묻는다,20184571,최민식,허진호,"['최민식', '한석규']",8.81
615,choi_minsik,대호,20145171,최민식,박훈정,['최민식'],8.03
616,choi_minsik,대호,20151441,최민식,박훈정,['최민식'],8.03
617,choi_minsik,명량,20129370,최민식,김한민,"['최민식', '류승룡', '조진웅']",8.44
618,choi_minsik,꽃피는 봄이 오면,20040651,최민식,류장하,['최민식'],8.64
619,choi_minsik,파이란,20010036,최민식,송해성,"['최민식', '장백지']",9.1
620,choi_minsik,우리들의 일그러진 영웅,19920061,최민식,박종원,"['홍경인', '고정일', '최민식', '태민영', '이진선', '신구']",9.32
621,ha_jungwoo,피랍,20193879,하정우,김성훈,"['하정우', '주지훈']",0.0
622,ha_jungwoo,야행,20216476,하정우,김진황,"['하정우', '김남길', '유다인']",0.0
623,ha_jungwoo,보스턴 1947,20197122,하정우,강제규,"['하정우', '배성우', '임시완']",0.0
624,ha_jungwoo,클로젯,20182447,하정우,김광빈,"['하정우', '김남길', '허율', '김시아']",6.4
625,ha_jungwoo,클로젯,20182447,하정우,김광빈,"['하정우', '김남길', '허율', '김시아']",6.4
626,ha_jungwoo,클로젯,20182447,하정우,김광빈,"['하정우', '김남길', '허율', '김시아']",6.4
627,ha_jungwoo,PMC: 더 벙커,20170658,하정우,김병우,"['하정우', '이선균']",5.2
628,ha_jungwoo,PMC: 더 벙커,20170658,하정우,김병우,"['하정우', '이선균']",5.2
629,ha_jungwoo,터널,20154910,하정우,김성훈,"['하정우', '배두나', '오달수']",8.37
630,ha_jungwoo,허삼관,20131262,하정우,하정우,"['하정우', '하지원']",7.53
631,ha_jungwoo,허삼관,20131262,하정우,하정우,"['하정우', '하지원']",7.53
632,ha_jungwoo,허삼관,20131262,하정우,하정우,"['하정우', '하지원']",7.53
633,ha_jungwoo,허삼관,20131262,하정우,하정우,"['하정우', '하지원']",7.53
634,ha_jungwoo,더 테러 라이브,20136052,하정우,김병우,"['하정우', '이경영', '전혜진']",8.3
635,ha_jungwoo,577 프로젝트,20128271,하정우,이근우,"['공효진', '하정우']",8.22
636,ha_jungwoo,577 프로젝트,20128271,하정우,이근우,"['공효진', '하정우']",8.22
637,ha_jungwoo,러브픽션,20113916,하정우,전계수,"['하정우', '공효진']",6.74
638,ha_jungwoo,의뢰인,20110613,하정우,손영성,"['하정우', '박희순', '장혁']",8.07
639,ha_jungwoo,국가대표,20090307,하정우,김용화,"['하정우', '성동일', '김지석', '김동욱', '최재환', '이재응', '이은성']",9.13
640,ha_jungwoo,비스티 보이즈,20080394,하정우,윤종빈,"['윤계상', '하정우', '윤진서']",7.17
641,ha_jungwoo,용서받지 못한 자,20050303,하정우,윤종빈,"['하정우', '서장원']",9.1
642,hwang_jeongmin,교섭,20190808,황정민,임순례,"['황정민', '현빈', '강기영']",10.0
643,hwang_jeongmin,공작,20179101,황정민,윤종빈,"['황정민', '이성민', '조진웅', '주지훈']",6.84
644,hwang_jeongmin,군함도,20161481,황정민,류승완,"['황정민', '소지섭', '송중기', '이정현', '김수안']",5.3
645,hwang_jeongmin,국제시장,20137048,황정민,윤제균,"['황정민', '김윤진', '오달수', '정진영']",9.02
646,hwang_jeongmin,전설의 주먹,20125333,황정민,강우석,"['황정민', '유준상', '이요원', '윤제문', '정웅인', '성지루']",7.56
647,hwang_jeongmin,댄싱퀸,20113743,황정민,이석훈,"['황정민', '엄정화']",8.87
648,hwang_jeongmin,모비딕,20110313,황정민,박인제,"['황정민', '진구', '김민희', '김상호']",7.31
649,hwang_jeongmin,구르믈 버서난 달처럼,20090931,황정민,이준익,"['황정민', '차승원', '한지혜', '백성현']",6.83
650,hwang_jeongmin,그림자 살인,20090156,황정민,박대민,"['황정민', '류덕환', '엄지원', '오달수']",7.36
651,hwang_jeongmin,검은 집,20070205,황정민,신태라,"['황정민', '유선', '강신일', '김서형']",6.42
652,hwang_jeongmin,사생결단,20060100,황정민,최호,"['류승범', '황정민']",7.44
653,hwang_jeongmin,천군,20050141,황정민,민준기,"['박중훈', '김승우', '황정민', '공효진']",7.1
654,hwang_jeongmin,"여자, 정혜",20040751,황정민,이윤기,"['김지수', '황정민']",7.48
655,hwang_jeongmin,마지막 늑대,20040486,황정민,구자홍,"['양동근', '황정민']",5.41
656,hwang_jeongmin,이공,20030441,황정민,박경희,"['황정민', '추상미', '박그리나']",6.0
657,hwang_jeongmin,오감도,20090319,황정민,민규동,"['장혁', '차현정', '김강우', '차수연', '배종옥', '김수로', '김규리', '엄정화', '황정민', '김효진', '김동욱', '신세경', '송중기', '이시영', '정의철', '클라라']",2.78
