,배우코드,영화제목,개봉날짜,배우이름,감독,출연진,평점
231,moon_sori,하녀,20100188,문소리,임상수,"['전도연', '이정재', '윤여정', '서우']",5.72
232,yoon_yeojeong,하녀,20100188,윤여정,임상수,"['전도연', '이정재', '윤여정', '서우']",5.72
233,lee_jungjae,하녀,20100188,이정재,임상수,"['전도연', '이정재', '윤여정', '서우']",5.72
234,jeon_doyeon,하녀,20100188,전도연,임상수,"['전도연', '이정재', '윤여정', '서우']",5.72
235,moon_sori,하하하,20100202,문소리,홍상수,"['김상경', '유준상', '문소리', '예지원', '김강우', '윤여정', '김규리', '기주봉', '김영호']",8.06
236,yoon_yeojeong,하하하,20100202,윤여정,홍상수,"['김상경', '유준상', '문소리', '예지원', '김강우', '윤여정', '김규리', '기주봉', '김영호']",8.06
237,moon_sori,우리 생애 최고의 순간,20070382,문소리,임순례,"['문소리', '김정은', '엄태웅', '김지영', '조은지', '차민지']",8.57
238,moon_sori,우리 생애 최고의 순간,20070382,문소리,임순례,"['문소리', '김정은', '엄태웅', '김지영', '조은지', '차민지']",8.57
239,ha_jungwoo,우리 생애 최고의 순간,20070382,하정우,임순례,"['문소리', '김정은', '엄태웅', '김지영', '조은지', '차민지']",8.57
240,ha_jungwoo,우리 생애 최고의 순간,20070382,하정우,임순례,"['문소리', '김정은', '엄태웅', '김지영', '조은지', '차민지']",8.57
241,moon_sori,태왕사신기,20078683,문소리,김종학,"['배용준', '문소리', '이지아']",7.91
242,moon_sori,가족의 탄생,20060123,문소리,김태용,"['문소리', '고두심', '엄태웅', '공효진', '김혜옥', '봉태규', '정유미']",8.58
243,moon_sori,여교수의 은밀한 매력,20050344,문소리,이하,"['문소리', '지진희']",3.08
244,moon_sori,"사랑해, 말순씨",20050276,문소리,박흥식,"['문소리', '이재응', '윤진서']",8.05
245,moon_sori,효자동 이발사,20040483,문소리,임찬상,"['송강호', '이재응', '문소리']",7.51
246,song_kangho,효자동 이발사,20040483,송강호,임찬상,"['송강호', '이재응', '문소리']",7.51
247,moon_sori,바람난 가족,20030108,문소리,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
248,moon_sori,바람난 가족,20030108,문소리,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
249,moon_sori,바람난 가족,20030108,문소리,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
250,yoon_yeojeong,바람난 가족,20030108,윤여정,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
251,yoon_yeojeong,바람난 가족,20030108,윤여정,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
252,yoon_yeojeong,바람난 가족,20030108,윤여정,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
253,hwang_jeongmin,바람난 가족,20030108,황정민,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
254,hwang_jeongmin,바람난 가족,20030108,황정민,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
255,hwang_jeongmin,바람난 가족,20030108,황정민,임상수,"['문소리', '황정민', '윤여정', '김인문']",6.85
256,moon_sori,박하사탕,19990050,문소리,이창동,"['설경구', '문소리', '김여진']",9.01
257,moon_sori,동행,20157218,문소리,장률,"['안성기', '문소리', '박해일', '한예리']",9.0
258,moon_sori,최고의 감독,20155468,문소리,문소리,['문소리'],8.57
259,moon_sori,사랑의 힘,20149420,문소리,김지운,"['송강호', '문소리']",7.43
260,song_kangho,사랑의 힘,20149420,송강호,김지운,"['송강호', '문소리']",7.43
261,park_sodam,기생충,20183782,박소담,봉준호,"['송강호', '이선균', '조여정', '최우식', '박소담', '이정은', '장혜진']",8.49
262,park_sodam,기생충,20183782,박소담,봉준호,"['송강호', '이선균', '조여정', '최우식', '박소담', '이정은', '장혜진']",8.49
263,song_kangho,기생충,20183782,송강호,봉준호,"['송강호', '이선균', '조여정', '최우식', '박소담', '이정은', '장혜진']",8.49
264,song_kangho,기생충,20183782,송강호,봉준호,"['송강호', '이선균', '조여정', '최우식', '박소담', '이정은', '장혜진']",8.49
265,park_sodam,언더독,20186324,박소담,오성윤,"['도경수', '박소담', '박철민']",9.34
266,park_sodam,설행_눈길을 걷다,20158822,박소담,김희정,"['김태훈', '박소담']",8.17
267,park_sodam,사도,20148846,박소담,이준익,"['송강호', '유아인', '문근영']",8.29
268,park_sodam,사도,20148846,박소담,이준익,"['송강호', '유아인', '문근영']",8.29
269,song_kangho,사도,20148846,송강호,이준익,"['송강호', '유아인', '문근영']",8.29
270,song_kangho,사도,20148846,송강호,이준익,"['송강호', '유아인', '문근영']",8.29
271,park_sodam,베테랑,20148048,박소담,류승완,"['황정민', '유아인', '유해진', '오달수']",9.01
272,yoo_haejin,베테랑,20148048,유해진,류승완,"['황정민', '유아인', '유해진', '오달수']",9.01
273,hwang_jeongmin,베테랑,20148048,황정민,류승완,"['황정민', '유아인', '유해진', '오달수']",9.01
274,park_sodam,경성학교: 사라진 소녀들,20141224,박소담,이해영,"['박보영', '엄지원', '박소담']",6.1
275,park_sodam,상의원,20147176,박소담,이원석,"['한석규', '고수', '박신혜', '유연석', '마동석']",7.85
276,park_sodam,마담 뺑덕,20136863,박소담,임필성,"['정우성', '이솜', '박소영']",6.63
277,son_seokgu,마담 뺑덕,20136863,손석구,임필성,"['정우성', '이솜', '박소영']",6.63
278,e_som,마담 뺑덕,20136863,이솜,임필성,"['정우성', '이솜', '박소영']",6.63
279,jung_woosung,마담 뺑덕,20136863,정우성,임필성,"['정우성', '이솜', '박소영']",6.63
280,son_seokgu,연애 빠진 로맨스,20205986,손석구,정가영,"['전종서', '손석구']",8.38
281,son_seokgu,연애 빠진 로맨스,20205986,손석구,정가영,"['전종서', '손석구']",8.38
282,jeon_jongseo,연애 빠진 로맨스,20205986,전종서,정가영,"['전종서', '손석구']",8.38
283,son_seokgu,뺑반,20180868,손석구,한준희,"['공효진', '류준열', '조정석', '손석구']",5.97
284,son_seokgu,블랙스톤,20156188,손석구,노경태,"['원태희', '백현주', '이해성', '손석구']",6.11
285,son_seokgu,결혼식,20194005,손석구,봉효민,"['손호준', '손석구', '조혜주']",0.0
286,son_yejin,협상,20177308,손예진,이종석,"['손예진', '현빈']",7.32
287,son_yejin,지금 만나러 갑니다,20170669,손예진,이장훈,"['소지섭', '손예진']",8.75
288,son_yejin,덕혜옹주,20150979,손예진,허진호,"['손예진', '박해일']",8.35
289,son_yejin,비밀은 없다,20140704,손예진,이경미,"['손예진', '김주혁']",6.78
290,son_yejin,나쁜놈은 죽는다,20156080,손예진,손호,"['손예진', '진백림', '신현준']",3.23
291,son_yejin,해적: 바다로 간 산적,20136064,손예진,이석훈,"['김남길', '손예진']",8.28
292,yoo_haejin,해적: 바다로 간 산적,20136064,유해진,이석훈,"['김남길', '손예진']",8.28
293,son_yejin,공범,20129606,손예진,국동석,"['손예진', '김갑수']",7.16
294,son_yejin,오싹한 연애,20113381,손예진,황인호,"['손예진', '이민기']",8.54
295,son_yejin,아내가 결혼했다,20081395,손예진,정윤수,"['손예진', '김주혁']",5.07
296,son_yejin,천년여우 여우비,20060408,손예진,이성강,"['손예진', '공형진', '류덕환']",8.57
297,son_yejin,작업의 정석,20050330,손예진,오기환,"['손예진', '송일국']",6.55
298,son_yejin,내 머리 속의 지우개,20040673,손예진,이재한,"['정우성', '손예진']",8.84
299,jung_woosung,내 머리 속의 지우개,20040673,정우성,이재한,"['정우성', '손예진']",8.84
300,son_yejin,연애소설,20020238,손예진,이한,"['차태현', '이은주', '손예진']",8.99
301,son_yejin,취화선,20020053,손예진,임권택,['최민식'],8.7
302,son_yejin,취화선,20020053,손예진,임권택,['최민식'],8.7
303,choi_minsik,취화선,20020053,최민식,임권택,['최민식'],8.7
304,choi_minsik,취화선,20020053,최민식,임권택,['최민식'],8.7
305,song_kangho,비상선언,20196410,송강호,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
306,song_kangho,비상선언,20196410,송강호,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
307,song_kangho,비상선언,20196410,송강호,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
308,lee_byunghun,비상선언,20196410,이병헌,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
309,lee_byunghun,비상선언,20196410,이병헌,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
310,lee_byunghun,비상선언,20196410,이병헌,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
311,jeon_doyeon,비상선언,20196410,전도연,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
312,jeon_doyeon,비상선언,20196410,전도연,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
313,jeon_doyeon,비상선언,20196410,전도연,한재림,"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",10.0
314,song_kangho,거미집,20223896,송강호,김지운,"['송강호', '임수정', '오정세', '전여빈', '크리스탈']",0.0
315,song_kangho,1승,20212352,송강호,신연식,"['송강호', '박정민', '박명훈', '장윤주', '이민지']",0.0
316,song_kangho,나랏말싸미,20182490,송강호,조철현,"['송강호', '박해일', '전미선']",3.38
317,song_kangho,마약왕,20168773,송강호,우민호,"['송강호', '조정석', '배두나']",6.34
318,song_kangho,택시운전사,20162869,송강호,장훈,"['송강호', '토마스 크레취만', '유해진', '류준열']",9.03
319,song_kangho,택시운전사,20162869,송강호,장훈,"['송강호', '토마스 크레취만', '유해진', '류준열']",9.03
320,yoo_haejin,택시운전사,20162869,유해진,장훈,"['송강호', '토마스 크레취만', '유해진', '류준열']",9.03
321,yoo_haejin,택시운전사,20162869,유해진,장훈,"['송강호', '토마스 크레취만', '유해진', '류준열']",9.03
322,song_kangho,제5열,20163685,송강호,,"['송강호', '류승룡', '정우']",9.27
323,song_kangho,밀정,20159646,송강호,김지운,"['송강호', '공유']",8.44
324,song_kangho,밀정,20159646,송강호,김지운,"['송강호', '공유']",8.44
325,lee_byunghun,밀정,20159646,이병헌,김지운,"['송강호', '공유']",8.44
326,lee_byunghun,밀정,20159646,이병헌,김지운,"['송강호', '공유']",8.44
327,song_kangho,변호인,20134803,송강호,양우석,"['송강호', '김영애', '오달수', '곽도원', '임시완']",9.0
328,song_kangho,하울링,20110249,송강호,유하,"['송강호', '이나영']",6.77
329,song_kangho,푸른소금,20110301,송강호,이현승,"['송강호', '신세경']",7.07
330,song_kangho,푸른소금,20110301,송강호,이현승,"['송강호', '신세경']",7.07
331,song_kangho,푸른소금,20110301,송강호,이현승,"['송강호', '신세경']",7.07
332,yoon_yeojeong,푸른소금,20110301,윤여정,이현승,"['송강호', '신세경']",7.07
333,yoon_yeojeong,푸른소금,20110301,윤여정,이현승,"['송강호', '신세경']",7.07
334,yoon_yeojeong,푸른소금,20110301,윤여정,이현승,"['송강호', '신세경']",7.07
335,e_som,푸른소금,20110301,이솜,이현승,"['송강호', '신세경']",7.07
336,e_som,푸른소금,20110301,이솜,이현승,"['송강호', '신세경']",7.07
337,e_som,푸른소금,20110301,이솜,이현승,"['송강호', '신세경']",7.07
338,song_kangho,박쥐,20081003,송강호,박찬욱,"['송강호', '김옥빈']",6.33
339,song_kangho,박쥐,20081003,송강호,박찬욱,"['송강호', '김옥빈']",6.33
340,shin_hakyun,박쥐,20081003,신하균,박찬욱,"['송강호', '김옥빈']",6.33
341,shin_hakyun,박쥐,20081003,신하균,박찬욱,"['송강호', '김옥빈']",6.33
342,song_kangho,밀양,20070115,송강호,이창동,"['전도연', '송강호']",7.95
343,song_kangho,밀양,20070115,송강호,이창동,"['전도연', '송강호']",7.95
344,jeon_doyeon,밀양,20070115,전도연,이창동,"['전도연', '송강호']",7.95
345,jeon_doyeon,밀양,20070115,전도연,이창동,"['전도연', '송강호']",7.95
346,song_kangho,우아한 세계,20070072,송강호,한재림,['송강호'],8.34
347,song_kangho,친절한 금자씨,20050148,송강호,박찬욱,"['이영애', '최민식']",7.54
348,choi_minsik,친절한 금자씨,20050148,최민식,박찬욱,"['이영애', '최민식']",7.54
349,song_kangho,남극일기,20050046,송강호,임필성,"['송강호', '유지태']",5.52
350,song_kangho,살인의 추억,20030046,송강호,봉준호,"['송강호', '김상경']",9.41
351,song_kangho,복수는 나의 것,20020106,송강호,박찬욱,"['송강호', '신하균', '배두나']",8.38
352,song_kangho,복수는 나의 것,20020106,송강호,박찬욱,"['송강호', '신하균', '배두나']",8.38
353,shin_hakyun,복수는 나의 것,20020106,신하균,박찬욱,"['송강호', '신하균', '배두나']",8.38
354,shin_hakyun,복수는 나의 것,20020106,신하균,박찬욱,"['송강호', '신하균', '배두나']",8.38
355,song_kangho,공동경비구역 JSA,20000044,송강호,박찬욱,"['이영애', '이병헌', '송강호', '김태우', '신하균']",9.29
356,shin_hakyun,공동경비구역 JSA,20000044,신하균,박찬욱,"['이영애', '이병헌', '송강호', '김태우', '신하균']",9.29
357,lee_byunghun,공동경비구역 JSA,20000044,이병헌,박찬욱,"['이영애', '이병헌', '송강호', '김태우', '신하균']",9.29
358,song_kangho,반칙왕,20000030,송강호,김지운,"['송강호', '장진영']",8.39
359,song_kangho,쉬리,19990084,송강호,강제규,"['한석규', '최민식', '송강호', '김윤진']",8.89
360,song_kangho,쉬리,19990084,송강호,강제규,"['한석규', '최민식', '송강호', '김윤진']",8.89
361,choi_minsik,쉬리,19990084,최민식,강제규,"['한석규', '최민식', '송강호', '김윤진']",8.89
362,choi_minsik,쉬리,19990084,최민식,강제규,"['한석규', '최민식', '송강호', '김윤진']",8.89
363,hwang_jeongmin,쉬리,19990084,황정민,강제규,"['한석규', '최민식', '송강호', '김윤진']",8.89
364,hwang_jeongmin,쉬리,19990084,황정민,강제규,"['한석규', '최민식', '송강호', '김윤진']",8.89
365,song_kangho,넘버 3,19970022,송강호,송능한,"['한석규', '최민식', '이미연']",8.43
366,choi_minsik,넘버 3,19970022,최민식,송능한,"['한석규', '최민식', '이미연']",8.43
367,song_kangho,청출어람,20123066,송강호,박찬욱,"['송강호', '전효정']",6.85
368,song_hyekyo,태평륜 완결편,20180001,송혜교,오우삼,"['송혜교', '장쯔이', '금성무', '나가사와 마사미', '황효명']",5.5
369,song_hyekyo,태평륜,20155883,송혜교,오우삼,"['장쯔이', '금성무', '송혜교', '황효명', '나가사와 마사미']",7.07
370,song_hyekyo,일대종사,20139072,송혜교,왕가위,"['양조위', '장쯔이', '송혜교', '장첸']",8.01
371,song_hyekyo,황진이,20070128,송혜교,장윤현,"['송혜교', '유지태']",5.34
372,yoon_yeojeong,황진이,20070128,윤여정,장윤현,"['송혜교', '유지태']",5.34
373,suzy,원더랜드,20191143,배수지,김태용,"['정유미', '최우식', '수지', '박보검', '탕웨이']",0.0
374,suzy,백두산,20192206,배수지,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
375,suzy,백두산,20192206,배수지,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
376,suzy,백두산,20192206,배수지,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
377,lee_byunghun,백두산,20192206,이병헌,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
378,lee_byunghun,백두산,20192206,이병헌,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
379,lee_byunghun,백두산,20192206,이병헌,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
380,jeon_doyeon,백두산,20192206,전도연,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
381,jeon_doyeon,백두산,20192206,전도연,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
382,jeon_doyeon,백두산,20192206,전도연,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
383,ha_jungwoo,백두산,20192206,하정우,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
384,ha_jungwoo,백두산,20192206,하정우,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
385,ha_jungwoo,백두산,20192206,하정우,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
386,ha_jungwoo,백두산,20192206,하정우,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
387,ha_jungwoo,백두산,20192206,하정우,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
388,ha_jungwoo,백두산,20192206,하정우,이해준,"['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
389,suzy,도리화가,20140144,배수지,이종필,"['류승룡', '수지', '송새벽']",5.6
390,suzy,건축학개론,20124074,배수지,이용주,"['엄태웅', '한가인', '이제훈', '수지']",8.68
391,lee_jehoon,건축학개론,20124074,이제훈,이용주,"['엄태웅', '한가인', '이제훈', '수지']",8.68
392,shin_hakyun,앵커,20196669,신하균,정지연,"['천우희', '신하균', '이혜영']",7.06
393,shin_hakyun,앵커,20196669,신하균,정지연,"['천우희', '신하균', '이혜영']",7.06
394,chun_woohee,앵커,20196669,천우희,정지연,"['천우희', '신하균', '이혜영']",7.06
395,chun_woohee,앵커,20196669,천우희,정지연,"['천우희', '신하균', '이혜영']",7.06
396,shin_hakyun,나의 특별한 형제,20185784,신하균,육상효,"['신하균', '이광수', '이솜']",8.95
397,shin_hakyun,나의 특별한 형제,20185784,신하균,육상효,"['신하균', '이광수', '이솜']",8.95
398,e_som,나의 특별한 형제,20185784,이솜,육상효,"['신하균', '이광수', '이솜']",8.95
399,e_som,나의 특별한 형제,20185784,이솜,육상효,"['신하균', '이광수', '이솜']",8.95
400,shin_hakyun,극한직업,20182530,신하균,이병헌,"['류승룡', '이하늬', '진선규', '이동휘', '공명']",8.51
401,shin_hakyun,7호실,20168754,신하균,이용승,"['신하균', '도경수']",6.55
402,shin_hakyun,악녀,20162343,신하균,정병길,"['김옥빈', '신하균', '성준', '김서형', '조은지']",6.97
403,shin_hakyun,올레,20150901,신하균,채두병,"['신하균', '박희순', '오만석', '유다인']",7.45
404,shin_hakyun,순수의 시대,20136063,신하균,안상훈,"['신하균', '장혁', '강한나', '강하늘']",6.33
405,shin_hakyun,빅매치,20134590,신하균,최호,"['이정재', '신하균', '이성민', '보아']",6.65
406,lee_jungjae,빅매치,20134590,이정재,최호,"['이정재', '신하균', '이성민', '보아']",6.65
407,shin_hakyun,고지전,20119515,신하균,장훈,"['신하균', '고수', '이제훈', '류승수', '고창석', '이다윗', '류승룡', '김옥빈', '조진웅', '정인기', '박영서']",8.68
408,shin_hakyun,고지전,20119515,신하균,장훈,"['신하균', '고수', '이제훈', '류승수', '고창석', '이다윗', '류승룡', '김옥빈', '조진웅', '정인기', '박영서']",8.68
409,lee_jehoon,고지전,20119515,이제훈,장훈,"['신하균', '고수', '이제훈', '류승수', '고창석', '이다윗', '류승룡', '김옥빈', '조진웅', '정인기', '박영서']",8.68
410,lee_jehoon,고지전,20119515,이제훈,장훈,"['신하균', '고수', '이제훈', '류승수', '고창석', '이다윗', '류승룡', '김옥빈', '조진웅', '정인기', '박영서']",8.68
411,shin_hakyun,페스티발,20101012,신하균,이해영,"['신하균', '엄지원', '심혜진', '성동일', '류승범', '백진희', '오달수']",7.73
412,shin_hakyun,카페 느와르,20100046,신하균,정성일,"['신하균', '문정희', '김혜나', '정유미', '이성민', '요조', '정인선', '최정윤']",5.48
413,shin_hakyun,예의없는 것들,20060225,신하균,박철희,"['신하균', '윤지혜']",7.31
414,shin_hakyun,박수칠 때 떠나라,20050178,신하균,장진,"['차승원', '신하균']",7.77
415,shin_hakyun,우리 형,20040628,신하균,안권태,"['원빈', '신하균', '김해숙', '이보영']",8.4
416,shin_hakyun,화성으로 간 사나이,20030063,신하균,김정권,"['신하균', '김희선']",6.58
417,shin_hakyun,묻지마 패밀리,20020052,신하균,박상원,"['정재영', '장신영', '류덕환', '임하룡', '김일웅', '박선영']",7.98
418,yoo_haejin,인질,20192194,유해진,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
419,yoo_haejin,인질,20192194,유해진,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
420,yoo_haejin,인질,20192194,유해진,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
421,jeon_doyeon,인질,20192194,전도연,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
422,jeon_doyeon,인질,20192194,전도연,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
423,jeon_doyeon,인질,20192194,전도연,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
424,hwang_jeongmin,인질,20192194,황정민,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
425,hwang_jeongmin,인질,20192194,황정민,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
426,hwang_jeongmin,인질,20192194,황정민,필감성,"['황정민', '김재범', '이유미', '류경수', '정재원', '이규원', '이호정']",6.53
427,yoo_haejin,공조2:인터내셔날,20215601,유해진,이석훈,"['현빈', '유해진', '윤아', '다니엘 헤니', '진선규']",0.0
428,yoo_haejin,도그데이즈(가제),20212668,유해진,김덕민,"['유해진', '윤여정', '김윤진', '정성화', '김서형', '이현우', '탕준상']",0.0
429,yoon_yeojeong,도그데이즈(가제),20212668,윤여정,김덕민,"['유해진', '윤여정', '김윤진', '정성화', '김서형', '이현우', '탕준상']",0.0
430,yoo_haejin,봉오동 전투,20184462,유해진,원신연,"['유해진', '류준열', '조우진']",7.96
431,yoo_haejin,봉오동 전투,20184462,유해진,원신연,"['유해진', '류준열', '조우진']",7.96
432,choi_minsik,봉오동 전투,20184462,최민식,원신연,"['유해진', '류준열', '조우진']",7.96
433,yoo_haejin,말모이,20184105,유해진,엄유나,"['유해진', '윤계상']",9.14
434,yoo_haejin,완벽한 타인,20177538,유해진,이재규,"['유해진', '조진웅', '이서진', '염정아', '김지수', '송하윤', '윤경호']",8.61
435,yoo_haejin,레슬러,20177005,유해진,김대웅,"['유해진', '김민재', '이성경']",4.94
436,yoo_haejin,간첩,20124400,유해진,우민호,"['김명민', '염정아', '유해진', '변희봉', '정겨운']",7.16
437,yoo_haejin,미쓰GO,20113532,유해진,박철관,"['고현정', '유해진', '성동일', '이문식', '고창석']",5.14
438,yoo_haejin,적과의 동침,20119529,유해진,박건용,"['김주혁', '정려원', '유해진']",7.52
439,yoo_haejin,부당거래,20100213,유해진,류승완,"['황정민', '류승범', '유해진', '천호진']",8.71
440,hwang_jeongmin,부당거래,20100213,황정민,류승완,"['황정민', '류승범', '유해진', '천호진']",8.71
441,yoo_haejin,이끼,20100209,유해진,강우석,"['정재영', '박해일', '유준상', '유선', '허준호', '유해진', '김상호', '김준배']",7.12
442,yoo_haejin,이장과 군수,20070084,유해진,장규성,"['차승원', '유해진']",7.27
443,yoo_haejin,그해 여름,20060338,유해진,조근식,"['이병헌', '수애']",8.92
444,yoo_haejin,그해 여름,20060338,유해진,조근식,"['이병헌', '수애']",8.92
445,lee_byunghun,그해 여름,20060338,이병헌,조근식,"['이병헌', '수애']",8.92
446,lee_byunghun,그해 여름,20060338,이병헌,조근식,"['이병헌', '수애']",8.92
447,yoon_yeojeong,행복의 나라로,20199718,윤여정,임상수,"['최민식', '박해일']",0.0
448,yoon_yeojeong,행복의 나라로,20199718,윤여정,임상수,"['최민식', '박해일']",0.0
449,choi_minsik,행복의 나라로,20199718,최민식,임상수,"['최민식', '박해일']",0.0
450,choi_minsik,행복의 나라로,20199718,최민식,임상수,"['최민식', '박해일']",0.0
451,yoon_yeojeong,지푸라기라도 잡고 싶은 짐승들,20180962,윤여정,김용훈,"['전도연', '정우성', '배성우', '윤여정', '정만식', '진경', '신현빈', '정가람']",6.64
452,jeon_doyeon,지푸라기라도 잡고 싶은 짐승들,20180962,전도연,김용훈,"['전도연', '정우성', '배성우', '윤여정', '정만식', '진경', '신현빈', '정가람']",6.64
453,jung_woosung,지푸라기라도 잡고 싶은 짐승들,20180962,정우성,김용훈,"['전도연', '정우성', '배성우', '윤여정', '정만식', '진경', '신현빈', '정가람']",6.64
454,yoon_yeojeong,그것만이 내 세상,20176104,윤여정,최성현,"['이병헌', '윤여정', '박정민']",8.96
455,lee_byunghun,그것만이 내 세상,20176104,이병헌,최성현,"['이병헌', '윤여정', '박정민']",8.96
456,yoon_yeojeong,죽여주는 여자,20161589,윤여정,이재용,"['윤여정', '전무송', '윤계상']",8.82
457,yoon_yeojeong,계춘할망,20156559,윤여정,창감독,"['윤여정', '김고은']",8.84
458,yoon_yeojeong,장수상회,20140703,윤여정,강제규,"['박근형', '윤여정', '조진웅', '한지민']",8.92
459,yoon_yeojeong,장수상회,20140703,윤여정,강제규,"['박근형', '윤여정', '조진웅', '한지민']",8.92
460,yoon_yeojeong,고령화 가족,20120426,윤여정,송해성,"['박해일', '윤제문', '공효진', '윤여정', '진지희']",8.2
461,yoon_yeojeong,돈의 맛,20124064,윤여정,임상수,"['김강우', '백윤식', '윤여정', '김효진']",6.8
462,yoon_yeojeong,죽어도 좋은 경험,19900080,윤여정,김기영,"['윤여정', '이탐미', '현길수', '김병학']",7.9
463,yoon_yeojeong,충녀,20080894,윤여정,김기영,"['윤여정', '남궁원', '전계현']",7.46
464,yoon_yeojeong,화녀,20080910,윤여정,김기영,"['남궁원', '윤여정', '전계현']",8.17
465,lee_byunghun,승부,20203863,이병헌,김형주,"['이병헌', '유아인']",0.0
466,lee_byunghun,콘크리트 유토피아,20204264,이병헌,엄태화,"['이병헌', '박서준', '박보영']",0.0
467,lee_byunghun,남산의 부장들,20180939,이병헌,우민호,"['이병헌', '이성민', '곽도원', '이희준', '김소진']",7.47
468,lee_byunghun,싱글라이더,20161723,이병헌,이주영,"['이병헌', '공효진', '안소희']",8.33
469,ha_jungwoo,싱글라이더,20161723,하정우,이주영,"['이병헌', '공효진', '안소희']",8.33
470,lee_byunghun,내부자들: 디 오리지널,20150025,이병헌,우민호,"['이병헌', '조승우', '백윤식']",9.04
471,lee_byunghun,내부자들: 디 오리지널,20150025,이병헌,우민호,"['이병헌', '조승우', '백윤식']",9.04
472,cho_seungwoo,내부자들: 디 오리지널,20150025,조승우,우민호,"['이병헌', '조승우', '백윤식']",9.04
473,cho_seungwoo,내부자들: 디 오리지널,20150025,조승우,우민호,"['이병헌', '조승우', '백윤식']",9.04
474,lee_byunghun,내부자들,20149314,이병헌,우민호,"['이병헌', '조승우', '백윤식']",9.0
475,lee_byunghun,내부자들,20149314,이병헌,우민호,"['이병헌', '조승우', '백윤식']",9.0
476,cho_seungwoo,내부자들,20149314,조승우,우민호,"['이병헌', '조승우', '백윤식']",9.0
477,cho_seungwoo,내부자들,20149314,조승우,우민호,"['이병헌', '조승우', '백윤식']",9.0
478,lee_byunghun,"협녀, 칼의 기억",20130021,이병헌,박흥식,"['이병헌', '전도연', '김고은']",5.36
479,lee_byunghun,"협녀, 칼의 기억",20130021,이병헌,박흥식,"['이병헌', '전도연', '김고은']",5.36
480,jeon_doyeon,"협녀, 칼의 기억",20130021,전도연,박흥식,"['이병헌', '전도연', '김고은']",5.36
481,jeon_doyeon,"협녀, 칼의 기억",20130021,전도연,박흥식,"['이병헌', '전도연', '김고은']",5.36
482,lee_byunghun,레드: 더 레전드,20136962,이병헌,딘 패리소트,"['이병헌', '브루스 윌리스', '존 말코비치', '캐서린 제타 존스', '헬렌 미렌', '메리 루이스 파커', '안소니 홉킨스']",8.02
